qso_name,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,astrometric_pseudo_colour,astrometric_pseudo_colour_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
SDSS1226-0006,3696663890513882496,186.53374736968954,0.4881056994935776,-0.10065182950595246,0.41368348186684717,,,,,,,,,,,19.240797,,
SDSS1226-0006,3696663890512658048,186.5333982049792,0.18394319434990816,-0.10063674332848005,0.1253980414935452,-0.11379236984176425,0.22903245890605334,-0.4968395,1.4244212564965135,0.5303882045667278,-2.723204141156624,0.2961543020108789,-0.32892,1.6570180952520972,0.0287533360907527,18.186762,18.13666,17.442072
SDSS1332+0347,3712919517094042752,203.0945134669444,0.6935944770945955,3.7943287398867827,0.39047176680840023,0.5194277346129254,0.7851027427155806,0.66160476,-2.229823554009805,1.2473276242143507,0.17970566921795844,0.6823565896864803,0.06943091,1.8544843675425366,0.1400274526611641,19.762384,19.308851,18.109516
SDSS1332+0347,3712919517094734592,203.0942342526801,1.14848478732722,3.794467021667691,0.7866436047019214,-1.3434225695836297,1.3617931024869363,-0.98651004,2.7630162098393165,2.4444954164529116,2.9359971124624886,1.3809837751526812,-0.19369121,1.6146237599485331,0.24684216780860446,19.814281,19.339243,17.976654
LBQS1333+0113,3711531005707407104,203.89495115660034,0.17708830677618032,1.3015365795332428,0.1417455213840613,0.19750430745401112,0.23306483504600745,0.8474222,-0.008849865385951238,0.4134886379598124,-0.18880220174736545,0.2440093893880678,-0.29040036,1.5673368635097593,0.04291223848459713,18.07521,18.264431,17.370115
LBQS1333+0113,3711531001413614464,203.89525051934962,0.8408074654395737,1.3011991800883944,0.5233248825639396,,,,,,,,,,,19.321611,,
SDSS1353+1138,3727266494569190016,208.2764687390437,0.09156334512908655,11.634697313943173,0.06052421023134467,-0.1337929086255048,0.09499500546576779,-1.4084204,0.2710973827595939,0.17689031699320404,-0.027772281275717747,0.12706661197754843,-0.027139632,1.6370098510529647,0.02120428802503692,16.868763,16.686913,16.075752
SDSS1353+1138,3727266494569672576,208.27639982977738,0.1488893904048768,11.634316889065564,0.09868762451632032,0.1039735986809753,0.15344452037690984,0.67759734,-0.7874876492351406,0.2886204174342613,-0.27388199665130236,0.2096828352669745,-0.034659956,1.6302891037752534,0.03509435748496872,17.637403,,
Q1355-2257,6287286424275245568,208.93101192585124,0.3078222253055042,-22.956458123685895,0.25205417872707314,-2.135318213073563,0.3447600233308412,-6.1936364,-0.5140407283667068,0.6442929669579154,1.8852795605232353,0.47074317708670205,-0.21666865,1.7078868249372348,0.06894427367297845,17.133781,17.214382,16.591108
Q1355-2257,6287286424274418176,208.93065272653212,17.070899353930464,-22.956546790659843,32.5064108932287,,,,,,,,,,,18.747961,,
SDSS1406+6126,1661333963305005184,211.60348847640327,0.40646465967806683,61.44473064728336,0.3220121197065002,0.13055245270901605,0.41060036852908227,0.31795502,-0.6082347867905682,0.8814597577579181,1.385392535943875,0.6697283742637407,-0.2540148,1.7904944164218028,0.10116453018336632,20.001093,19.584982,18.564684
SDSS1406+6126,1661333967598632576,211.6025322881488,1.082080451260997,61.444421035296344,0.8905660902874447,0.359295490060791,1.0648696805303837,0.33740795,0.9099135244503049,1.762239845886137,-6.459652932582475,1.963040723473582,0.068227954,1.6134302553301514,0.25175711802175865,20.291069,19.58288,18.39362
H1413+117,1225461582386571008,213.94261368055763,1.7338745907052782,11.495307795134082,1.642053277296787,,,,,,,,,,,17.34216,16.705626,15.976656
H1413+117,1225461582386033536,213.9425553351728,9.630589813650193,11.49554421221015,4.04948922713494,,,,,,,,,,,17.591759,,
H1413+117,1225461582386033792,213.94281630572488,1.4808966244178263,11.49537124844718,1.7925563783450984,,,,,,,,,,,17.444296,17.011967,16.164963
B1422+231,1254357435158834816,216.15899268510418,58.42025507752767,22.93326929457327,34.38903121230534,,,,,,,,,,,19.710966,,
B1422+231,1254357435158834560,216.15860664841153,0.08772298281315324,22.933283726609883,0.11205946430194773,0.1672897225231398,0.10632766479522271,1.5733415,-0.0052591600235930595,0.22160233869915252,-0.04771197718480745,0.2605530945716093,-0.44913206,1.576145408825235,0.018380554472298603,16.897732,,
B1422+231,1254357435158834688,216.15882701470565,0.549660252192945,22.933575497203844,0.6103766675276533,,,,,,,,,,,16.255455,15.986991,14.962236
B1422+231,1254357435159465088,216.15870787478744,0.9361233149235443,22.93349211807583,1.274525232149071,,,,,,,,,,,16.678328,,
SBS1520+530,1599341749678260864,230.4355317672309,0.2849250023599993,52.91371039106198,0.347829776017285,0.024548945271392595,0.34420361424824886,0.071320996,-4.10256401981752,0.5880523389413285,-6.273804939970201,0.8271144722486831,0.06577608,1.6682856305628178,0.08847347026386879,19.699139,19.732574,19.018978
SBS1520+530,1599341749678260608,230.43738738744963,0.272193491495674,52.91331015981853,0.29984250583776295,-0.4953422347092917,0.30568941844607495,-1.6204102,-1.3690472832525573,0.5729199622312721,1.7951526746758057,0.7801718805008477,2.0239802E-4,1.7987233785428418,0.07996736578880619,19.620573,,
